Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Ireland,IRL,13360,13590,13650,13750,13780,13830,13950,14250,14630,14750,15240,15230,15080,14990,14990,14700,14640,14410,14320,14240,13770,13700,14230,14460,14640,14830,15450,15730,14350,14420,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Israel,ISR,420,410,420,430,460,460,460,450,460,460,470,460,440,450,440,450,490,490,510,490,520,530,530,550,570,590,580,590,610,620,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Italy,ITA,27730,25960,25510,24570,24390,23700,23850,23630,23470,23540,23660,21060,22350,21680,21830,21220,21200,21170,21480,21520,21640,20940,21110,20580,20390,20490,20820,20830,21010,21010,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Jamaica,JAM,650,690,750,750,720,740,700,670,670,670,670,670,660,710,640,610,390,360,350,340,340,340,350,350,340,330,310,300,290,280,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Japan,JPN,19000,18980,19380,19590,19890,19240,18350,18110,17260,17110,16900,16460,16390,16220,16330,16220,16110,16030,15800,15790,15800,15380,15280,15230,15010,14770,14600,14520,14500,14440,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Jordan,JOR,350,430,540,570,480,490,460,420,370,390,340,340,350,360,360,410,410,470,570,490,480,490,490,510,560,560,650,610,600,590,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Kazakhstan,KAZ,25890,25380,22270,22260,21960,18790,15920,13400,11200,9880,9860,10390,14730,12160,13490,14120,14940,13930,14600,13970,15880,13980,13830,12870,14250,15160,14440,17780,15970,17590,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Kenya,KEN,16540,15790,15670,15550,15580,15470,14460,14420,14700,15730,14330,14270,14960,16030,17170,16610,16130,26740,27110,25860,25960,26620,26360,25780,26140,26520,28940,26740,27810,32490,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Kiribati,KIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,"Korea, Dem. People's Rep.",PRK,4580,4390,4340,4280,4260,4100,3750,3780,3780,3880,3730,3930,4000,4020,4000,4040,4040,4030,3970,3990,3990,4020,4020,3900,3790,3540,3570,3600,3580,3560,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,"Korea, Rep.",KOR,9740,9730,9830,10110,10100,10150,10410,10320,9950,9490,9130,9010,8870,8740,8840,8890,9000,9190,9320,9540,9720,9390,9650,9400,9140,9240,9210,9220,9230,9340,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Kuwait,KWT,80,20,20,50,60,80,100,110,110,120,140,90,120,130,120,110,120,130,140,150,140,140,140,140,160,160,170,180,190,190,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Kyrgyz Republic,KGZ,3450,3390,3230,3040,2790,2300,2140,2050,2120,2170,2220,2240,2280,2310,2290,2360,2440,2530,2630,2860,2940,3030,3100,3210,3320,3370,3460,3540,3640,3740,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Lao PDR,LAO,4540,4420,4610,4630,4910,4900,4900,5090,4770,4720,4960,5140,5230,5350,5570,5450,5480,5690,5820,6050,6420,6190,6750,6730,6880,7060,7330,7290,7080,7040,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Latvia,LVA,2930,2870,3490,2940,1870,1600,1540,1450,1360,1250,1090,1070,1110,1120,1060,1050,1070,1050,1080,1030,1020,1030,1030,1040,1070,1090,1080,1050,1000,990,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Lebanon,LBN,170,190,190,190,190,180,200,200,200,200,200,190,200,200,200,210,210,200,210,200,180,240,240,250,250,240,240,250,240,250,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Lesotho,LSO,850,860,960,930,890,850,820,790,730,1050,1000,990,880,910,870,960,910,940,900,910,890,910,910,840,820,810,790,870,850,820,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Liberia,LBR,170,150,150,130,130,130,120,140,150,150,140,140,140,150,140,140,160,170,180,310,220,220,220,210,250,310,260,240,240,270,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Libya,LBY,1250,1220,1170,1130,1100,1130,1180,1100,1180,1070,930,980,1010,1100,1190,1270,1390,1460,1460,1520,1580,1580,1580,1600,1590,1580,1630,1650,1670,1690,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Lithuania,LTU,5080,4980,5440,4350,3700,3270,3100,3090,2970,2740,2540,2240,2270,2330,2380,2340,2340,2380,2230,2160,2110,2100,2050,1980,1930,1970,1920,1840,1710,1640,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Luxembourg,LUX,460,460,450,450,450,460,450,440,440,460,430,430,420,400,400,400,390,400,410,410,420,410,400,410,420,430,440,440,430,430,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Madagascar,MDG,15680,15590,15770,16030,15660,15730,15720,15670,16090,15890,15630,14710,13700,14660,14070,16020,15520,16240,15690,16080,16080,15460,15890,14470,14530,14160,14530,13610,13870,13790,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Malawi,MWI,1120,1110,1110,1120,1030,1050,1090,1050,1160,1130,1200,1180,1220,1300,1260,1330,1360,1480,1650,1700,1910,2010,2160,2260,2390,2570,2740,2830,3200,3380,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Malaysia,MYS,4820,4620,4650,4790,5030,4890,4880,4940,4850,4740,4790,4730,4710,4730,4830,4790,4640,4860,4800,4880,4880,4810,4780,4770,4530,4780,4730,4700,4720,4670,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Maldives,MDV,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Mali,MLI,8710,8670,8680,8790,8960,9190,9670,9780,10320,11010,11370,11260,11480,12000,13120,13640,13570,14160,14920,14920,16090,16370,16740,17290,17470,18060,19830,20260,20990,21720,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Malta,MLT,90,90,100,100,100,90,90,90,80,90,90,80,80,80,80,80,80,80,80,70,70,60,60,60,60,60,60,60,50,50,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Mauritania,MRT,3710,3830,3730,3850,3750,3760,4050,4320,4560,4890,5150,5210,5260,5370,5300,5380,5520,5420,4950,5270,5530,5590,5760,5900,6120,6210,6430,6460,6480,6650,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Mauritius,MUS,50,40,40,40,40,40,40,40,40,40,40,30,30,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Mexico,MEX,55430,55010,54070,55220,55070,54380,52840,53410,54070,52650,53150,53210,54480,54830,54240,54260,54320,54830,55350,56130,56470,57460,55610,56360,56900,57830,58420,59360,60000,60710,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,"Micronesia, Fed. Sts.",FSM,..,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Moldova,MDA,2730,2680,2240,1940,2260,2160,2090,1790,1530,1460,1350,1240,1310,1340,1240,1140,1100,1070,870,830,860,870,810,770,780,750,730,740,710,640,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Mongolia,MNG,8240,8570,8400,8300,8170,8830,9380,9920,10210,10640,10790,9150,7320,7340,6990,7740,8640,9830,9910,10070,7910,9070,10180,10890,12530,13970,15000,15970,15910,17130,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Montenegro,MNE,700,680,570,560,550,570,570,570,560,520,450,430,420,410,410,370,390,380,360,350,330,300,310,300,310,320,310,310,290,280,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Morocco,MAR,6450,6230,6030,5200,5420,5370,5610,5910,5800,6020,6260,6210,6130,6230,6340,6320,6440,6350,6420,6420,6600,6940,6950,7100,7240,7250,7320,7370,7510,7640,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Mozambique,MOZ,7570,7620,7680,7750,7790,7810,7670,6960,7930,7480,6820,7790,8650,8560,8200,9190,8560,9170,9570,8310,9170,8610,9170,9520,9620,8930,8490,8480,10370,9840,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Myanmar,MMR,35050,34460,36600,38460,39620,41130,40550,39330,39930,43360,44100,44950,45350,46460,48260,50780,54010,55330,56110,56910,57810,55870,55800,56510,57430,58810,59830,61910,64240,65080,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Namibia,NAM,4230,4350,4260,4110,4080,4050,3900,3810,4120,4150,4580,4360,3820,4070,4220,4600,5070,4710,3890,5220,4870,7130,7840,4370,3980,3850,4200,4150,3720,3260,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Nauru,NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Nepal,NPL,14380,14300,13930,14460,14660,15410,15630,15770,15920,16110,16240,16280,16470,16710,16960,17160,17400,17440,18010,18420,18540,18890,19280,19220,19350,19160,19190,19730,19770,20010,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Netherlands,NLD,14490,14620,14420,14150,13920,13870,13580,13150,12790,12800,12380,12320,11730,11480,11430,11510,11360,11550,11990,12110,12170,12010,11940,12240,12560,13070,13150,12440,11510,11640,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,New Zealand,NZL,27980,27400,27000,26870,27820,28480,27880,28010,27350,27600,26960,27190,27910,28280,28250,28220,28460,28240,27650,28020,28000,28120,28640,28530,28840,28010,28080,27850,27700,27490,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Nicaragua,NIC,4910,3910,4340,4880,4920,4220,4060,4430,4290,5100,5280,5300,5400,5710,5480,5760,5820,5820,5850,5910,6050,6630,6880,7250,7600,7900,7850,7560,7910,8100,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Niger,NER,6350,6600,6830,7150,7430,7710,8040,8370,8680,9030,9460,9860,10240,10680,11140,11570,11990,12550,13100,13710,13350,13910,14540,15310,16040,16690,17530,18340,19250,20150,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Nigeria,NGA,22650,24060,24320,24860,25820,26610,27370,28870,30240,30890,31390,31320,31630,32430,33240,34850,35280,34910,34730,33430,35890,39030,41120,41820,42730,43260,49430,51390,52460,51550,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,North Macedonia,MKD,1520,1470,1240,1240,1220,1220,1220,1150,1080,980,1000,950,940,930,960,910,930,930,920,870,900,930,870,860,870,900,910,910,890,780,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Norway,NOR,2750,2800,2830,2800,2830,2860,2910,2900,2910,2870,2780,2770,2730,2730,2710,2670,2630,2580,2540,2520,2510,2490,2470,2460,2430,2470,2520,2520,2510,2540,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Oman,OMN,370,390,420,440,470,480,500,520,540,580,580,600,610,630,640,680,690,710,720,730,760,780,790,990,1000,1020,1040,1060,1080,1100,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Pakistan,PAK,60520,61520,62160,64050,64980,66300,69480,71150,72990,75040,75980,76710,78850,81560,83560,85880,92280,94630,98930,101420,100400,106160,108300,112970,116590,119390,122890,127220,130650,135270,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Panama,PAN,2170,2190,2230,2250,2280,2280,2250,2130,2160,2140,2120,2390,2400,2380,2350,2430,2440,2380,2500,2540,2550,2670,2670,2660,2520,2410,2410,2360,2410,2330,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Papua New Guinea,PNG,610,610,640,680,710,750,710,810,740,750,740,810,920,930,1020,890,960,890,900,930,960,950,970,960,1020,1080,980,1000,1100,1030,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Paraguay,PRY,13060,12080,12450,13510,14240,15240,14790,14850,14940,15030,14580,15550,14810,16160,14910,15600,15720,16830,16270,17750,18740,19150,20270,20700,21970,21610,21300,21870,20730,21490,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Peru,PER,12580,12310,12210,12240,12860,13410,13630,13730,14120,15110,15180,15270,15690,15890,15730,16680,16560,16850,17190,17560,17660,17640,17760,17690,17610,17690,17890,17970,18160,18130,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Philippines,PHL,36250,37060,35120,36090,39280,40620,42580,42160,36750,43800,44270,44650,44760,44670,45870,45340,46000,47110,48550,49280,47650,48600,49610,50000,49880,49250,48540,50680,50630,49370,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Poland,POL,25750,23470,21840,20090,19840,19090,18350,18670,17880,17000,16010,15360,15110,15070,14550,14840,15120,15150,14950,14560,14680,14380,14170,14140,14180,14250,13980,14410,14530,14630,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Portugal,PRT,5260,5190,5060,4850,5020,4980,5080,5070,5040,5050,4980,4650,4600,4600,4600,4660,4580,4590,4600,4580,4450,4560,4540,4470,4590,4750,4780,4940,4740,4780,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Qatar,QAT,70,80,90,110,120,120,120,130,130,130,130,90,90,90,100,60,80,90,90,120,130,150,160,190,150,250,300,330,380,380,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Romania,ROU,18270,16400,14480,12460,12660,11670,11610,11350,10850,10580,10230,9750,9490,9740,9850,9850,10040,10200,10100,9820,9420,8150,8110,8150,8230,8340,8400,8300,8100,8030,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Russian Federation,RUS,149570,146650,133740,128090,119640,106330,96840,84980,78630,70670,69830,68790,68610,69920,62260,58700,56320,56170,58050,55790,55750,54340,55080,53820,54350,52830,51960,50660,51140,50920,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Rwanda,RWA,740,770,740,700,660,540,600,650,730,830,820,900,940,1090,1180,1240,1380,1460,1570,1600,1720,1590,1570,1580,1570,1820,1690,1690,1750,1770,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Samoa,WSM,110,110,110,110,110,110,110,110,110,110,110,120,120,130,130,130,130,120,120,120,130,140,140,140,150,160,160,160,160,170,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sao Tome and Principe,STP,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Saudi Arabia,SAU,2020,2090,2180,2250,2330,2360,2390,2400,2330,2190,2280,2330,2350,2370,2550,2610,2500,2530,2270,2050,2320,2550,2610,2810,2700,2740,2770,2800,2890,3000,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Senegal,SEN,4750,4870,4960,5080,5180,5220,5480,5410,5270,5670,6070,5750,5350,5040,5570,5770,5960,5650,5950,5920,6190,6300,6040,6290,6160,6230,6730,6920,6820,7100,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Serbia,SRB,7530,7280,6090,6050,5850,6160,6150,6070,5970,5550,4830,4570,4470,4400,4360,3920,4050,4070,3930,3750,3620,3540,3470,3400,3480,3440,3310,3310,3240,3280,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Seychelles,SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sierra Leone,SLE,1600,1570,1560,1630,1570,1470,1080,1090,1030,880,830,1170,1400,1790,2060,2180,2860,2310,1980,2150,2050,2290,2850,2690,2910,2790,2920,2810,2660,2330,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Singapore,SGP,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Slovak Republic,SVK,3850,3680,3280,2850,2460,2290,2320,2230,2020,1790,1690,1640,1610,1570,1520,1380,1350,1300,1280,1220,1190,1180,1160,1170,1160,1150,1130,1100,1080,1060,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Slovenia,SVN,1630,1570,1310,1330,1290,1290,1320,1260,1230,1130,1150,1200,1170,1180,1120,1110,1090,1090,1130,1090,1090,1070,1050,1040,1030,1040,1070,1070,1040,1040,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Solomon Islands,SLB,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Somalia,SOM,15890,13970,12660,13900,15080,15500,15840,16140,16170,16330,16480,16790,16990,17090,17250,17490,16610,15870,15840,15810,15870,15960,16120,16140,16220,16240,16120,15960,15890,15620,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,South Africa,ZAF,17710,17890,17670,17090,16670,16690,17310,17610,18060,17910,17780,17410,17660,16960,16610,17380,16640,17130,17240,17220,17280,17100,17360,17000,16950,16520,15920,15960,15660,15200,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,South Sudan,SSD,13930,14390,15770,16970,17990,18420,19130,19840,20950,21630,22840,21460,22490,23140,23580,24380,23590,24590,24500,24850,23980,23840,25760,25240,25570,25840,26470,25420,26860,23620,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Spain,ESP,22250,22190,22030,21480,21570,21820,22320,23590,23930,24270,24740,25160,25400,25580,25730,25280,24750,25280,23700,24090,23610,22950,22490,22330,23020,23890,24050,24360,24310,24440,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sri Lanka,LKA,5360,4830,4950,5060,5270,5220,4520,4490,3690,3990,3810,3620,3730,4000,3560,4120,4100,3880,4500,4250,4650,4730,4760,4980,4010,4970,4500,3620,4450,4180,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,St. Kitts and Nevis,KNA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,0,0,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,St. Lucia,LCA,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,St. Vincent and the Grenadines,VCT,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sudan,SDN,25130,25970,28450,30620,32450,33240,34520,35790,37790,39020,41210,38720,40580,41750,42540,43990,42560,44350,44200,44830,43270,43010,46150,46290,46240,46790,47020,47190,47450,47540,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Suriname,SUR,520,580,640,570,590,600,590,530,520,520,460,500,380,450,440,390,400,370,390,490,470,500,480,490,520,500,510,490,460,500,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Sweden,SWE,4380,4270,4390,4450,4460,4330,4330,4310,4190,4110,4000,3930,3890,3830,3850,3800,3740,3650,3640,3580,3570,3540,3500,3480,3480,3380,3380,3380,3250,3190,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Switzerland,CHE,4870,4820,4720,4630,4640,4570,4540,4380,4340,4240,4190,4230,4190,4110,4040,4080,4100,4090,4160,4090,4090,4060,4030,4000,3990,3950,3930,3900,3880,3820,..,..
